miRNA	gene	support type	label	split	hist	num_miRNA_disease	num_gene_disease
hsa-miR-214	RAB15	miRDB;miRTarBase;miRWalk	1	train	[0.37812187812187814, 0.6033966033966034, 0.01098901098901099, 0.005994005994005994, 0.0014985014985014985]	182	11
hsa-miR-375	ELAVL4	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.40930037704231254, 0.5538332635106828, 0.02785923753665689, 0.0069124423963133645, 0.0020946795140343527]	154	31
hsa-miR-29a	PDGFA	miRTarBase	1	train	[0.29122455789122453, 0.6485485485485486, 0.05348682015348682, 0.005538872205538873, 0.0012012012012012011]	222	135
hsa-miR-140	RAP2A	miRTarBase;miRWalk	1	train	[0.27493074792243766, 0.6454293628808865, 0.07098337950138504, 0.006925207756232687, 0.0017313019390581717]	152	19
hsa-miR-29c	DNMT3A	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3839235412474849, 0.5703420523138834, 0.04086519114688129, 0.003923541247484909, 0.0009456740442655935]	142	350
hsa-miR-767	MGMT	TarBase;miRTarBase;miRWalk	1	train	[0.3738738738738739, 0.5216216216216216, 0.08716216216216216, 0.013513513513513514, 0.0038288288288288288]	10	444
hsa-miR-204	RAB40B	TarBase;miRTarBase;miRWalk	1	train	[0.3113559840832568, 0.6374043464952556, 0.04438322620140802, 0.005264768901132538, 0.0015916743189470462]	165	99
hsa-miR-429	ZEB1	TargetScan;miRDB;miRTarBase	1	train	[0.34928732183045763, 0.5880720180045012, 0.05315078769692423, 0.0074643660915228805, 0.0020255063765941485]	86	310
hsa-miR-145	HES1	miRTarBase;miRWalk	1	train	[0.34862063709800334, 0.6073616826703246, 0.03874409388812681, 0.003962810547172687, 0.001310775796372504]	270	243
hsa-miR-1252	FOXR2	miRTarBase	1	train	[0.20952380952380953, 0.6238095238095238, 0.14523809523809525, 0.014285714285714285, 0.007142857142857143]	12	35
hsa-miR-24	BPNT1	miRTarBase	1	train	[0.35406091370558374, 0.6135786802030457, 0.024111675126903553, 0.007614213197969543, 0.0006345177664974619]	197	8
hsa-miR-148b	HSP90AA1	miRTarBase	1	train	[0.34037575327897907, 0.6094292803970224, 0.04487770294221907, 0.003792981212336051, 0.0015242821694434598]	62	455
hsa-miR-122	AXL	miRTarBase	1	train	[0.3312807881773399, 0.6269144648454993, 0.037416032243618454, 0.003425884460367219, 0.0009628302731751007]	220	203
hsa-miR-24	CYP11B2	miRTarBase;miRWalk	1	train	[0.3056409523128619, 0.6418459998570101, 0.048402087652820475, 0.002788303424608565, 0.0013226567526989348]	197	142
hsa-miR-18a	BCL2	miRTarBase;miRWalk	1	train	[0.36038838612368024, 0.5951505602240896, 0.04025937297996122, 0.0033869316957552253, 0.0008147489765136824]	102	1456
hsa-miR-495	PTP4A3	miRTarBase	1	train	[0.3090475107979086, 0.6209365764946578, 0.058422368720163674, 0.009433962264150943, 0.0021595817231188905]	83	106
hsa-miR-1914	CDK6	miRTarBase;miRWalk	1	train	[0.3491541353383459, 0.5902255639097744, 0.0549812030075188, 0.004699248120300752, 0.0009398496240601503]	8	266
hsa-miR-21	TP63	TarBase;miRTarBase	1	train	[0.379095902223222, 0.5891093052899936, 0.029158699808795412, 0.0022307202039515616, 0.0004053724740374161]	523	816
hsa-miR-101	CFTR	miRTarBase;miRWalk	1	train	[0.3749592860399974, 0.5853853169174646, 0.03582828480229301, 0.0028825483681844833, 0.0009445638720604521]	129	476
hsa-miR-548b	HMGB1	miRTarBase;miRWalk	1	train	[0.3248816101026046, 0.6259865824782952, 0.04252170481452249, 0.005327545382794002, 0.001282557221783741]	14	724
hsa-miR-29b	AQP4	TargetScan;miRTarBase;miRWalk	1	train	[0.3629091135032698, 0.5979930720598972, 0.036084315827081104, 0.0022989577022849775, 0.0007145409074669524]	207	311
hsa-miR-195	BCL2L2	TargetScan;miRDB;miRTarBase	1	train	[0.38694638694638694, 0.5566857385039203, 0.0474676838313202, 0.006993006993006993, 0.0019071837253655435]	143	66
hsa-miR-375	RPN1	TargetScan;miRDB;miRTarBase	1	train	[0.336734693877551, 0.6108534322820037, 0.048701298701298704, 0.0027829313543599257, 0.0009276437847866419]	154	14
hsa-miR-630	POU2F2	miRTarBase;miRWalk	1	train	[0.36884057971014494, 0.5673913043478261, 0.057971014492753624, 0.0036231884057971015, 0.002173913043478261]	20	69
hsa-miR-21	CAPN2	TarBase	1	train	[0.32238851893364984, 0.6285576141183711, 0.0444825388453001, 0.003736181622381926, 0.0008351464802971363]	523	87
hsa-miR-29c	CCNA2	TargetScan;miRDB;miRTarBase	1	train	[0.3423317683881064, 0.5964006259780907, 0.053051643192488264, 0.006181533646322379, 0.0020344287949921754]	142	90
hsa-miR-125b	NES	miRTarBase	1	train	[0.34412126859462877, 0.6085726646477421, 0.04238077806249792, 0.0036440480548437554, 0.0012812406402875304]	199	302
hsa-miR-21	RECK	TarBase;TargetScan;miRTarBase;miRWalk	1	train	[0.3197158357816848, 0.6355298543425205, 0.039422344510251985, 0.004337079699668889, 0.0009948856658738672]	523	123
hsa-miR-205	EZR	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.33271129141311695, 0.611656524678837, 0.04889790398918188, 0.005598377281947261, 0.0011359026369168357]	145	255
hsa-miR-520c	STAT3	miRTarBase;miRWalk	1	train	[0.35975481978206203, 0.5840318524727578, 0.05024098910310142, 0.004715004191114837, 0.0012573344509639564]	16	1193
hsa-miR-139	HRAS	TarBase;miRTarBase;miRWalk	1	train	[0.36916535724188926, 0.5855439504575284, 0.04036109313861417, 0.004082324306004868, 0.0008472748559632745]	93	698
hsa-miR-16	PIK3R1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.36431901008560047, 0.5952029833036698, 0.03644376642088312, 0.00306805661496737, 0.000966183574879227]	207	285
hsa-miR-155	SKI	TarBase;TargetScan;miRTarBase	1	train	[0.45498109557724437, 0.5253055482282599, 0.01829772267651455, 0.0011518508748790996, 0.0002637826431020839]	446	255
hsa-miR-661	MDM2	miRTarBase	1	train	[0.29365079365079366, 0.636955636955637, 0.05982905982905983, 0.0076651743318409985, 0.001899335232668566]	21	702
hsa-miR-9	HES1	TargetScan;miRTarBase	1	train	[0.3683405627850072, 0.5853631409186965, 0.04070737404070737, 0.004393282171059948, 0.0011956400845289734]	148	243
hsa-miR-15a	CCND2	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3938760910001431, 0.5594791815710402, 0.041121762770067245, 0.004235226784947775, 0.0012877378738016883]	145	241
hsa-miR-29a	GLUL	miRTarBase;miRWalk	1	train	[0.36186936936936936, 0.5875, 0.04572072072072072, 0.0037162162162162164, 0.0011936936936936936]	222	200
hsa-miR-18a	ESR1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3352567184912112, 0.6153051593025948, 0.04539545155028406, 0.003214546490712543, 0.0008281241651974141]	102	1101
hsa-miR-134	KRAS	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.35401311660986085, 0.598122331458946, 0.04451772464962902, 0.0026823836300771493, 0.0006644436514870003]	67	1213
hsa-miR-133b	PITX3	miRTarBase	1	train	[0.35358190196899875, 0.6105292556905461, 0.032677000418935905, 0.0020946795140343527, 0.0011171624074849881]	77	93
hsa-miR-30c	NOTCH1	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.25396825396825395, 0.6955266955266955, 0.046176046176046176, 0.001443001443001443, 0.002886002886002886]	1	693
hsa-miR-27b	PHB	TargetScan;miRTarBase	1	train	[0.3082676852072889, 0.6285907535609135, 0.05677568234264343, 0.00465504893769396, 0.0017108299514601735]	142	177
hsa-miR-130a	ROCK1	TarBase	1	train	[0.3082065589303574, 0.6286255724588092, 0.056061483392114544, 0.005000789598357635, 0.0021055956203611097]	121	157
hsa-let-7a	EGFR	miRTarBase;miRWalk	1	train	[0.3615314131391438, 0.5946734504418697, 0.0398948675596494, 0.003200993453335423, 0.000699275406001712]	119	1394
hsa-miR-146a	BCLAF1	miRTarBase;miRWalk	1	train	[0.48126549059629686, 0.48009913981629976, 0.034261554162414345, 0.0034990523399912525, 0.0008747630849978131]	361	19
hsa-miR-765	BMP6	miRDB;miRTarBase;miRWalk	1	train	[0.38576642335766426, 0.5624087591240876, 0.041970802919708027, 0.0072992700729927005, 0.0025547445255474453]	20	137
hsa-miR-145	SOX9	TargetScan;miRDB;miRTarBase	1	train	[0.33688602765855985, 0.6247337466221586, 0.03531235097758703, 0.002376410745509458, 0.0006914639961850262]	270	466
hsa-miR-182	BARD1	miRTarBase;miRWalk	1	train	[0.30552845528455286, 0.6411382113821138, 0.04682926829268293, 0.0055284552845528455, 0.000975609756097561]	164	75
hsa-miR-199a	S100A7	miRTarBase	1	train	[0.2765555660466434, 0.6723633273534133, 0.04706826550845057, 0.0030686431876121236, 0.0009441979038806534]	178	119
hsa-miR-200b	BAP1	TarBase;TargetScan	1	train	[0.3327460582895366, 0.6142200191113235, 0.04727066411849021, 0.004449354992833254, 0.0013139034878165313]	112	299
hsa-miR-128	PPP1CC	TargetScan;miRTarBase	1	train	[0.3, 0.6607142857142857, 0.03333333333333333, 0.002380952380952381, 0.0035714285714285713]	105	8
hsa-miR-21	GAS5	miRTarBase	1	train	[0.32889267603292044, 0.6232230443095852, 0.04311455648848616, 0.0036890015795161693, 0.0010807215894920608]	523	184
hsa-miR-508	GPNMB	miRTarBase	1	train	[0.28762135922330095, 0.639967637540453, 0.061893203883495146, 0.007686084142394822, 0.0028317152103559872]	24	103
hsa-miR-181a	MEG3	miRTarBase	1	train	[0.33501994745548314, 0.6151406052349908, 0.04380655833414421, 0.004806850248126885, 0.0012260387272550355]	215	239
hsa-miR-222	GNAI2	TargetScan;miRTarBase;miRWalk	1	train	[0.30910075839653306, 0.6382448537378115, 0.048104008667388946, 0.004008667388949079, 0.0005417118093174431]	142	65
hsa-miR-6884	S100A16	miRTarBase;miRWalk	1	train	[0.25555555555555554, 0.6, 0.11666666666666667, 0.022222222222222223, 0.005555555555555556]	6	30
hsa-miR-663a	TCEAL1	miRTarBase	1	train	[0.35157894736842105, 0.5705263157894737, 0.061052631578947365, 0.01263157894736842, 0.004210526315789474]	19	25
hsa-miR-182	TP53INP1	TargetScan;miRTarBase;miRWalk	1	train	[0.34544376693766937, 0.6012872628726287, 0.04759485094850949, 0.004573170731707317, 0.0011009485094850948]	164	72
hsa-miR-218	CIP2A	TarBase	1	train	[0.28809962584464177, 0.6514770760037975, 0.052716814653487466, 0.005975316915172837, 0.0017311665829005418]	127	141
hsa-miR-5703	SRC	miRTarBase;miRWalk	1	train	[0.30377358490566037, 0.5773584905660377, 0.09811320754716982, 0.017924528301886792, 0.002830188679245283]	4	265
hsa-miR-520d	LDLR	miRTarBase;miRWalk	1	train	[0.4342261904761905, 0.53125, 0.02857142857142857, 0.00505952380952381, 0.0008928571428571428]	10	336
hsa-miR-150	PDAP1	miRDB;miRTarBase;miRWalk	1	train	[0.3404074702886248, 0.6136955291454442, 0.04255800792303339, 0.0023769100169779285, 0.0009620826259196378]	186	95
hsa-miR-34a	KL	miRTarBase	1	train	[0.3176149413708345, 0.6254079864608938, 0.05193012854091953, 0.0038078736350082606, 0.0012390699923439579]	299	332
hsa-miR-9	DACT3	TargetScan;miRTarBase	1	train	[0.2920997920997921, 0.6502079002079002, 0.05093555093555094, 0.005197505197505198, 0.0015592515592515593]	148	13
hsa-miR-608	NOTCH1	miRDB;miRTarBase;miRWalk	1	train	[0.3240479327435849, 0.6174791392182697, 0.05219900872074785, 0.004830917874396135, 0.001443001443001443]	23	693
hsa-miR-214	SNHG3	miRTarBase	1	train	[0.3027295285359802, 0.630272952853598, 0.05778092874867068, 0.007444168734491315, 0.001772421127259837]	182	31
hsa-miR-124	CD274	miRTarBase;miRWalk	1	train	[0.37018438205381826, 0.5881753700744798, 0.03762459103705394, 0.003297065611605671, 0.0007185912230422616]	234	1011
hsa-miR-154	NAMPT	miRTarBase;miRWalk	1	train	[0.3395927003438244, 0.5809309706426872, 0.06916159746098915, 0.007537688442211055, 0.0027770431102882836]	38	199
hsa-miR-92a	TGFBR1	miRTarBase	1	train	[0.3142633507667129, 0.6344860710854947, 0.046411925854769276, 0.003913615825239265, 0.0009250364677838261]	162	347
hsa-miR-574	EP300	TarBase;miRTarBase;miRWalk	1	train	[0.4175845410628019, 0.5505314009661836, 0.026521739130434784, 0.003816425120772947, 0.0015458937198067632]	60	345
hsa-miR-214	CD276	TarBase;miRDB;miRWalk	1	train	[0.33074322127576566, 0.6181481240652839, 0.0442161388906951, 0.005527017361336888, 0.0013654984069185253]	182	169
hsa-miR-155	PHC2	TarBase;TargetScan;miRWalk	1	train	[0.3684603886397608, 0.6068759342301944, 0.024414549078226207, 0.00024912805181863477, 0.0]	446	9
hsa-miR-21	PFKFB2	miRTarBase;miRWalk	1	train	[0.3638101859899183, 0.6025551885972537, 0.030766556579176083, 0.0021727794194333393, 0.0006952894142186686]	523	22
hsa-miR-155	PKN2	TarBase;TargetScan;miRDB	1	train	[0.3329209834544611, 0.6182928715014689, 0.044301840111334465, 0.003479202102984382, 0.0010051028297510438]	446	29
hsa-miR-637	FOXM1	miRTarBase	1	train	[0.2924289332958064, 0.634018200581668, 0.06342058354442255, 0.0077868467961347216, 0.00234543578196829]	33	323
hsa-miR-25	SMAD7	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3184217925088251, 0.6264721501983693, 0.04882696573053013, 0.004654649964074849, 0.0016244415982006185]	119	269
hsa-miR-744	MYC	miRTarBase;miRWalk	1	train	[0.4026158575488661, 0.5438779653152369, 0.046778029116640564, 0.005191114204512499, 0.0015370338147439244]	42	821
hsa-miR-125b	TBC1D1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.4273366834170854, 0.5342713567839196, 0.033165829145728645, 0.0032160804020100503, 0.0020100502512562816]	199	25
hsa-miR-148b	CSF1	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.31348860381118443, 0.6307136629717275, 0.04950803337900112, 0.004670569186698219, 0.0016191306513887158]	62	259
hsa-miR-23a	PCDHA9	TargetScan;miRTarBase;miRWalk	1	train	[0.3766478342749529, 0.5900816070307596, 0.030759573132454487, 0.0012554927809165098, 0.0012554927809165098]	177	9
hsa-miR-24	LAMB3	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.29132641800926945, 0.6672699183403222, 0.037960715073935114, 0.0027808430809975722, 0.0006621054954756124]	197	115
hsa-miR-26a	ULK2	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3163841807909605, 0.619807244931871, 0.0581588567630442, 0.004320372216683284, 0.0013293452974410102]	177	17
hsa-miR-34a	PSMD5	TarBase;miRDB;miRWalk	1	train	[0.3311036789297659, 0.6129956999522217, 0.05351170568561873, 0.001433349259436216, 0.0009555661729574773]	299	7
hsa-miR-126	SLC7A5	TarBase;miRDB;miRTarBase;miRWalk	1	train	[0.32436822242392394, 0.6206468255863947, 0.04863134763292409, 0.005278746476854727, 0.0010748578799025462]	242	173
hsa-miR-27b	VEGFA	TarBase	1	train	[0.34458462200268486, 0.6140555815143627, 0.03790356674009301, 0.002759050352668936, 0.0006971793901905377]	142	1899
hsa-miR-214	TP53	TarBase;miRTarBase	1	train	[0.36950659605030095, 0.589628294720516, 0.03745252341884259, 0.0028419856006062904, 0.0005706002097341311]	182	2494
hsa-miR-558	PTGS2	TarBase;miRTarBase	1	train	[0.4415284877197357, 0.530981174417155, 0.023064455803515772, 0.0037401820221917466, 0.0006857000374018203]	13	1234
hsa-miR-125b	AKT1	miRTarBase	1	train	[0.36082412060301505, 0.601443216080402, 0.03431959798994975, 0.0026814070351758794, 0.0007316582914572864]	199	1250
hsa-miR-106a	FOXQ1	TargetScan;miRTarBase	1	train	[0.3061359867330017, 0.6280265339966833, 0.05721393034825871, 0.007131011608623549, 0.0014925373134328358]	90	67
hsa-miR-498	MDM2	miRTarBase;miRWalk	1	train	[0.3950781019746537, 0.548678652126928, 0.04931722173101483, 0.005305039787798408, 0.0016209843796050692]	29	702
hsa-miR-128	GOLM1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3263809523809524, 0.6158095238095238, 0.049523809523809526, 0.0067619047619047615, 0.0015238095238095239]	105	100
hsa-miR-520c	BRMS1	miRTarBase	1	train	[0.23697916666666666, 0.6163194444444444, 0.12586805555555555, 0.016493055555555556, 0.004340277777777778]	16	72
hsa-miR-195	TAB3	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.2991872991872992, 0.6495936495936496, 0.04384804384804385, 0.005859005859005859, 0.001512001512001512]	143	37
hsa-miR-126	VCAM1	TarBase;miRTarBase;miRWalk	1	train	[0.29702194357366773, 0.6442108048691121, 0.0537495419940561, 0.003602980092008305, 0.0014147294711558034]	242	406
hsa-miR-214	CDC27	TargetScan;miRTarBase;miRWalk	1	train	[0.30071851225697377, 0.6424344885883347, 0.05029585798816568, 0.005705832628909552, 0.0008453085376162299]	182	26
hsa-miR-34b	MYCN	miRTarBase;miRWalk	1	train	[0.3994873388224328, 0.5605872300761224, 0.03320646263787479, 0.00524312567966444, 0.0014758427839055462]	82	314
hsa-miR-181a	TCL1A	TarBase	1	train	[0.4591926283457657, 0.5043001316366827, 0.030232558139534883, 0.005353225098727512, 0.0009214567792891619]	215	106
hsa-miR-633	TGFB1	miRTarBase	1	train	[0.36777920410783055, 0.5883611467693625, 0.04065040650406504, 0.0024247610897161604, 0.0007844815290258166]	9	1558
hsa-miR-1234	STAT3	miRTarBase;miRWalk	1	train	[0.5444258172673931, 0.44006705783738476, 0.014249790444258172, 0.0008382229673093043, 0.00041911148365465214]	2	1193
hsa-miR-19a	TNF	miRTarBase	1	train	[0.39176505139500734, 0.5716035242290749, 0.03372980910425844, 0.0023524229074889866, 0.0005491923641703378]	125	2724
hsa-miR-1246	ACE2	miRTarBase	1	train	[0.304001976284585, 0.6357213438735178, 0.05474308300395257, 0.004199604743083004, 0.0013339920948616602]	80	253
hsa-miR-873	ZIC2	miRDB;miRTarBase	1	train	[0.4026, 0.5632, 0.029, 0.0038, 0.0014]	40	125
hsa-miR-494	PDK3	miRTarBase;miRWalk	1	train	[0.39906417112299464, 0.5675133689839572, 0.030080213903743314, 0.002896613190730838, 0.000445632798573975]	88	51
hsa-miR-133a	SGMS2	TarBase;miRDB;miRTarBase;miRWalk	1	train	[0.29901738473167044, 0.6471655328798186, 0.04897959183673469, 0.0036281179138321997, 0.0012093726379440665]	147	45
hsa-miR-544a	STAT3	TarBase;miRTarBase	1	train	[0.4315916922790351, 0.530967681847816, 0.03194560864301015, 0.004843066033342647, 0.0006519511967961255]	9	1193
hsa-miR-429	OSTF1	miRTarBase;miRWalk	1	train	[0.3682170542635659, 0.5968992248062015, 0.031007751937984496, 0.003875968992248062, 0.0]	86	6
hsa-miR-498	BRCA1	miRTarBase;miRWalk	1	train	[0.36587730231269905, 0.5783594146701749, 0.05022388404191479, 0.004246872547661912, 0.0012925264275492777]	29	747
hsa-miR-506	TCF3	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3901948654500464, 0.5633312712650789, 0.04013300340241262, 0.0048716362511599135, 0.001469223631302196]	53	244
hsa-miR-622	KRAS	TarBase;miRTarBase;miRWalk	1	train	[0.40338363382200076, 0.5420265959353382, 0.048783110505752895, 0.004587978063729883, 0.00121868167317825]	23	1213
hsa-miR-21	BASP1	TarBase;miRTarBase	1	train	[0.26127544708131817, 0.6788325272747723, 0.053256101675851986, 0.006017320886289506, 0.0006186030817680801]	523	34
hsa-miR-148a	PBXIP1	TargetScan;miRDB;miRTarBase	1	train	[0.30698412698412697, 0.6412698412698413, 0.044126984126984126, 0.006666666666666667, 0.0009523809523809524]	126	25
hsa-miR-22	TWIST2	miRTarBase;miRWalk	1	train	[0.35806785806785807, 0.610955710955711, 0.028282828282828285, 0.00214970214970215, 0.0005439005439005439]	195	198
hsa-miR-140	MMP9	miRTarBase	1	train	[0.35441680116521673, 0.6033244105026966, 0.03851415187182616, 0.0030212966972404834, 0.0007233397630201158]	152	1337
hsa-miR-5189	BATF2	miRTarBase;miRWalk	1	train	[0.3161290322580645, 0.667741935483871, 0.016129032258064516, 0.0, 0.0]	5	62
hsa-miR-204	SIPA1L1	miRTarBase;miRWalk	1	train	[0.43232323232323233, 0.5482828282828283, 0.016565656565656565, 0.0028282828282828283, 0.0]	165	15
hsa-miR-137	AKT2	TargetScan;miRTarBase;miRWalk	1	train	[0.3427868427868428, 0.6047008547008547, 0.04726754726754727, 0.0037555037555037554, 0.0014892514892514892]	117	264
hsa-miR-193a	TP73	miRTarBase;miRWalk	1	train	[0.3650340136054422, 0.5832312925170068, 0.04564625850340136, 0.004795918367346939, 0.0012925170068027211]	98	300
hsa-miR-24	NDST1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3878063424485563, 0.5812455651984062, 0.027946072812619398, 0.002292451285410185, 0.0007095682550079145]	197	93
hsa-miR-140	SOX2	miRTarBase	1	train	[0.3700429004917861, 0.5882729936172439, 0.03713246834780789, 0.003727634194831014, 0.0008240033483310663]	152	503
hsa-miR-24	PTPN9	TargetScan;miRTarBase;miRWalk	1	train	[0.26903553299492383, 0.6708967851099831, 0.054780033840947547, 0.004864636209813875, 0.00042301184433164127]	197	24
hsa-miR-124	MMP2	TarBase;miRWalk	1	train	[0.3414534100136451, 0.6138024561139155, 0.04087663343295077, 0.0029927086734138643, 0.0008747917660748219]	234	1021
hsa-miR-490	ABCC2	miRDB;miRTarBase	1	train	[0.39451790224335165, 0.5561580745803001, 0.042638538107264895, 0.005125538552963898, 0.0015599465161194473]	53	254
hsa-miR-17	SOX6	miRDB;miRTarBase;miRWalk	1	train	[0.3200164914450629, 0.632488146773861, 0.042754071325499896, 0.003463203463203463, 0.0012780869923727067]	231	105
hsa-miR-548j	TNS1	miRTarBase	1	train	[0.32894736842105265, 0.6052631578947368, 0.06578947368421052, 0.0, 0.0]	2	38
hsa-miR-935	FZD6	miRDB;miRTarBase	1	train	[0.30634278002699056, 0.6248313090418354, 0.05398110661268556, 0.012145748987854251, 0.002699055330634278]	13	57
